gene_id,velocity_gamma,velocity_r2,velocity_genes,means,dispersions,dispersions_norm,highly_variable,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,fit_diff_kinetics,fit_pval_kinetics
AT1G72230,0.005472528,0.365070104598999,False,0.22925237529249765,0.6022932984248344,1.8698860639164516,True,,,,,,,,,,,,,,,,,
AT4G22666,0.11556678,0.9016290307044983,True,0.28736983889472456,0.49004297372432537,1.568374900410997,True,3.4284434609710814,13.277752021805735,1.2491883741174838,4.950703541797711,0.04421007251366973,0.06649418920278549,0.710663914680481,0.39018872847714564,0.0,0.0,0.4903596941192302,0.1958980155912466,1.6883417893971862,0.22984707259141168,0.7665963253120313,Atrichoblast,0.00033000112493041005
AT5G24770,0.097906716,0.1479894518852234,True,0.0029612500315831587,0.06672160818349737,1.3956653347860029,True,0.12867747336361215,3.9804896528405953,0.41420682327009306,2.5817412591137074,0.21940378844738007,0.009469342418015003,0.04315942898392677,1.6441277824339332e-11,0.0,0.0,0.3041467035577378,0.036175374256525394,0.14227787043963527,3.2274051858318735,1.1450366255805098,Pericycle,0.004302823801788135
AT1G10380,0.108185366,0.8390865176916122,True,0.06074132855611976,0.40264166543308544,3.020712856529623,True,3.1541466911627007,18.334510442998162,1.6101638366220552,2.5877799128555443,0.044362724069505935,0.04106710106134415,0.43739888072013855,0.2128369120392626,0.0,0.0,0.4850925396628198,0.12283166727845082,1.231214399473613,0.5146226826926276,0.5532545441342636,,
AT1G64660,0.0033042287,0.20969128608703613,False,0.19340265887421665,0.5519146775354554,1.6930842132276116,True,,,,,,,,,,,,,,,,,
AT3G15370,0.040814344,0.5138314068317413,True,0.050176157333919086,0.3252313176790196,2.6462324078031245,True,0.6212079169682712,13.889917599675488,0.6172095954883137,8.594127535951522,0.062372804246842856,0.013218647800385952,0.33378922939300537,0.15573209775061847,0.0,0.0,0.4352769864606602,0.038642729594147586,0.7386771748886154,0.5408724515815498,1.558256076141473,,
AT2G47670,0.0,0.0,False,0.0204894350804427,0.38897796769531606,2.9546133258007434,True,,,,,,,,,,,,,,,,,
AT2G46890,0.013959571,0.40218567848205566,True,0.15763485423149481,0.3716786310087041,1.4438714629614504,True,1.3772892115056388,37.47383269025938,0.6111790111253645,10.201468225815777,0.020939573049545294,0.009837119840085506,0.7152493000030518,0.18479907776665794,0.0,0.0,0.46927673012592525,0.029201937660237244,1.5166033766842608,0.4561056865990444,1.6630854954688647,,
AT1G70890,0.018592667,0.2361583709716797,True,0.013290096254204407,0.30991101885551303,2.5721189004426126,True,1.3986167889458723,38.94968800995529,0.6666544585602693,1.0884313578596898,0.03523113090544939,0.00879265833646059,0.27515169978141785,5.666621371414596e-28,0.0,0.0,0.458257768374953,0.028406611211175527,0.6077533492352813,1.0019244282235724,0.6886542643865253,,
AT5G47450,0.0077339383,0.352642297744751,False,0.4751758621958036,0.49982316407360905,1.6762619644545924,True,,,,,,,,,,,,,,,,,
AT1G76410,0.0,0.0,False,0.11901484999047826,0.4700803226908451,2.0452581296723453,True,,,,,,,,,,,,,,,,,
AT1G26380,0.0,0.0,False,0.0011547460889778287,0.3309318649159859,2.67380938619454,True,,,,,,,,,,,,,,,,,
AT3G16390,0.013584876,0.28637194633483887,True,0.10487138786764331,0.36182589467817294,1.6406346740492634,True,0.9802258534207972,21.726813121993526,0.3481625903233575,5.423212907279118,0.03094508637674153,0.012240386568009853,0.6437606811523438,0.048487131625872835,0.0,0.0,0.45633266890552626,0.034052830892452625,1.3550699114767384,0.5800963081197112,1.8673640295826304,,
AT1G21100,0.017991606,0.31308913230895996,True,0.023470046373756964,0.2123077281667514,2.0999530317343114,True,0.5979539488528677,31.24578790603924,0.5579500660554919,4.99817420180917,0.02502695140428841,0.005304602440446615,0.25964561104774475,2.383013984825881e-57,0.0,0.0,0.4238555154176092,0.01850801620689713,0.628442247277768,0.9003735635466087,1.4173299489787883,,
AT3G44550,0.07554067,0.5007089376449585,True,0.0034380256322423,0.2977810914846095,2.5134391402210574,True,0.4784979785796413,11.944569077268733,0.6555483565346941,3.836322726219869,0.08797869980335235,0.010349082760512829,0.17056594789028168,1.533826546543712e-19,0.0,0.0,0.4437931487619727,0.033259825657374294,0.4792476181936418,1.2762691152929322,1.3798121867798707,,
AT5G35110,0.0,0.0,False,0.03477297163014596,0.3352500124690942,2.6946988651889066,True,,,,,,,,,,,,,,,,,
AT2G39400,0.03356217,0.31349945068359375,True,0.06937439682941558,0.2943047676772433,1.388260408753778,True,0.428778798649112,11.105206019764815,0.39309140682599175,8.226397377864256,0.06053772686049344,0.009538881480693817,0.22335435450077057,0.02374083675612387,0.0,0.0,0.4691472522631446,0.029919623582166713,0.7787012675664677,1.189757955214034,1.807272118272717,Xylem,6.778731266222669e-07
AT1G65890,0.00768408,0.12230992317199707,False,0.03268124627300311,0.3185959982632698,2.614133373703086,True,,,,,,,,,,,,,,,,,
AT4G33330,0.70862895,0.9592963345348835,True,0.016534250971247097,0.14432616027900017,1.771085266812033,True,1.228891258919753,1.7116015816248726,1.0945257325058633,6.700057323767758,0.2840622049570084,0.21286813914775848,0.3540780544281006,0.04148532747853388,0.0,0.0,0.4556599748865789,0.4940620344086964,0.9552199764353834,0.5813365794199037,0.9255425317694403,Xylem,0.003778777967834407
AT5G44130,0.0,0.0,False,0.09847272031575559,0.32877611370987386,1.5171042390502096,True,,,,,,,,,,,,,,,,,
AT1G75830,0.06421107,0.21888792514801025,True,0.0009858770474777071,0.26640727135631387,2.361665086999711,True,0.11600570779216528,7.35054819014755,0.37370410382612124,5.097457142630777,0.1254439887901147,0.004994554910808802,0.04645085707306862,2.55918167339894e-05,0.0,0.0,0.3873639739452593,0.016386468636964666,0.18958978369382434,6.598084586742461,1.2652525040247915,,
AT3G32980,0.024025997,0.6651257574558258,True,0.1942242611356752,0.6855118199525178,2.1619382947623618,True,1.13048197365156,15.67032656577233,0.3061153616826657,8.700881967831757,0.013455551806837322,0.02282271534204483,0.9795300960540771,0.3313070337433603,0.0,0.0,0.45734779747787574,0.04970324895560721,2.2952428722577487,0.390135759265302,2.608453683319144,,
AT1G26720,0.0,0.0,False,0.0071373763389249185,0.3401184518778885,2.718250437133722,True,,,,,,,,,,,,,,,,,
AT1G01900,0.0038743983,-0.02321159839630127,False,0.025596011760570334,0.4660876481157848,3.3276392656499447,True,,,,,,,,,,,,,,,,,
AT2G05540,0.019530965,0.0677751898765564,True,0.0013868484233616122,0.3149981224412218,2.5967282826345994,True,0.0742536406088776,4.389303806965405,0.2978504730965977,5.414944199804933,0.1499446107633412,0.002834443701431155,0.0296308770775795,9.781925111004715e-97,0.0,0.0,0.2889036290482295,0.013659491860811952,0.0791609813138072,0.5591973933320311,2.590585202225756,"Atrichoblast,Pro",0.008581196637044599
AT5G46590,0.03948069,0.6322968900203705,True,0.07366754977089768,0.40590025621013387,1.8053717734439918,True,2.3191570971981976,41.4893144119997,1.5337607370578539,2.439999642664859,0.018515756791457533,0.014804837293922901,0.377801775932312,0.25306198072816183,0.0,0.0,0.42048386449934216,0.04229097968871028,0.7926562732840278,0.5691028481352854,0.5857803346046754,,
AT4G04460,0.12857187,0.9003601595759392,True,0.10687199009081384,0.4985393076559049,2.15162950912982,True,0.9068629376802747,3.9537656770806566,0.40675826972967016,10.30246837057497,0.052175035849213604,0.06977882981300354,0.6319209337234497,0.3103245867939071,0.0,0.0,0.47004693744740356,0.15399359884976183,1.5550436828454057,0.28983685248879754,2.18141769001839,Xylem,1.6306321343498225e-10
AT5G24313,0.0,0.0,False,0.03615483289033102,0.42265872727247966,3.1175474337830065,True,,,,,,,,,,,,,,,,,
AT2G39310,0.11738338,-0.009457826614379883,False,0.007425941515610041,0.13811358185016678,1.741031285331813,True,,,,,,,,,,,,,,,,,
AT3G11260,0.033354435,0.2960236668586731,True,0.01646735949484195,0.22890204043872897,2.1802297090289353,True,0.42659039006630295,13.323379233963731,0.45476208955158326,4.329316982720837,0.05346500873565674,0.007723980117589235,0.22753702104091644,4.072215796906188e-59,0.0,0.0,0.42637192270272417,0.021191150659291193,0.5332790807949315,0.46369723926121575,1.8951768233446664,,
AT1G47271,0.075485125,0.0892784595489502,True,0.0008154112488062722,0.23899860294904104,2.2290728594494578,True,0.08463671445058749,3.799876720975705,0.34374108461830544,3.3707026442230497,0.3102036863565445,0.0076233940199017525,0.03686317056417465,5.278090441922744e-13,0.0,0.0,0.04353931686843776,0.02474293915464726,0.10996515739002619,2.1276497344184437,1.3043635763287815,,
